processed_text,airline_sentiment
sorry answer claims aa ref 1 2990176298 1 3001885409 1 3001885409 accordingly without using weather,negative
motor usually starts engine broke ground crew failed time per pilot maintenance,neutral
rising like sun dca morning members best view avgeek,positive
guy served drinks 2 til needed awheelchair get plane important assaulted women,negative
lot talks no mia sfo 20 year old plane nonewplanes old shame,negative
get together perfect combination delays cancelled flightlations,neutral
sorry sad answer fully refundable first fare no response 6 weeks no aa future,negative
thank info changes need made phone correct way aa agent call directly,neutral
bot haha always lies,negative
especially death family still no solution 96 hours counting thanks,negative
fortunately window seat no show able scoot create space,negative
great aa1103 sitting hour first technical problems,negative
absolute worst experience ever,negative
call back 9 since department closed biggest bunch bull,negative
need know not done like promised would yesterday,negative
late flight boarded exit rows taken could not gotten worse guy next 2 bought 2 seats miserablemorning,negative
yesterday phone,neutral
staff commence new policies industry embarrassed,negative
statement not sent yesterday like jeanine said even called last night well excellent service,positive
need talk ensure statement sent bank get credit charges,negative
3 months straight travel ahead time find new airline,negative
ticket confirmation email anything else,neutral
flying dca bag iad already late flight meetings work call number land 😭,negative
try dpdfpp,neutral
face palm cannot believe last 24 hrs 1 5 hrs sleep no no cannot,negative
wow regina told cannot file request lost bag statement finish travel get dc argg,negative
shared experience several times aa ref 1 2990176298 aa response senseless weather not,negative
record number bpdfpp,neutral
apologizing rude sales reps failure offer anything trite condescending platitudes,negative
embassy suites 13341 woodland park drive herndon virginia 20171 us 1 703 464 0200,neutral
non existent take far needed hide behind corporate logo provide number tcf useless amateur,negative
lax ogg lax using hard earned miles given lousy service faulty seats legs damaged bag customer care,negative
no found midnight last night would think agent lax could relayed info bag flt,negative
cancelled flight flights yesterday rebook middle seat not acceptable upgrade emergency row would help nothappy,negative
right provide faulty seats flights plus damage 350 bag not replace shrug damage flights,negative
not good enough need provide phone number partners investigated,negative
lol great answer agents checking passengers quickly possible appreciate patience,neutral
super spring tides tide century drawing tourists french k coasts,neutral
ps right,neutral
yes dulles need delivered embassy suites herndon va still chicago fiasco lax,negative
point wait another 6 weeks r one airlines refuses handle complaints phone,negative
machines broken lines door self service cust support bag check,negative
would seen 1130pm est sound asleep,negative
merged airlines not work ff programs frustrating gate agents busy pouting care attitudeissues,negative
not abilities anywhere not ticket counter cust service online done,neutral
strand someone city without luggage would think aa would want earn business guess not,negative
needs get shit together 2 counter people massive line people need catch flights,negative
know policy asking little kindness due extenuating circumstances,negative
pilot another flight attendant left walking away laughing wow,negative
oh no left counter went downstairs told elise agent joined not come counter,negative
course companies job guys failed first place upgrade talk,neutral
maybe long trip late flight night queues baggage claims two terminals no good thought paid 50 instead,negative
really need customer service training unhappy ees morning chicago gate k20 430 chking schd,negative
2 3 sat runway 4 hrs takeoff 10 hrs late flight 4 30 pilot plainly stated comp mech issue,negative
flight 1679 n76200 prepares flight departing,neutral
alright prove 1 3 3 days ago sat plane jfk 3 hrs deplaned 3 boarded,negative
trying choose seats every time go next flight get system error,negative
thanks airlines said located aa detroit also informed flew aa not matter,positive
talk delta hour phone got number delta asked give aa,neutral
policy makers need change mindset aviation flying not,negative
already reply sorry believe fair journalist writing article trip include,neutral
leave us stranded send baggage important medication different city 4days apologise 50 voucher appalling,negative
trying change thursday flight ridiculous wait time phone website not helping,negative
uk saw american 767 old colours saturday surprised see,neutral
skipper walk around,negative
plane veers runway icy dallas airport,neutral
thank acknowledgement ife not work well anyway maybe time upgrade lower profile system,negative
thanks canned reply,negative
went check flight 24 hr advance husband seated separately 6hr flight happen,negative
no expect higher level customer service flight crews give us accurate information,negative
least explanation no one told flight cancelled flightled,negative
tried landed no one emailed customer service twice not seem care,negative
no since rebooked another airline would like compensation time money lost,negative
nothing done enough,negative
rebooked flight late flight connection,negative
suprise new vanity kit set frequent travellers thank aa 😀,positive
gah frustrating nobody address usa bags disorganised,negative
lovely flight back mia lhr great crew thanks,positive
emailed several times hand wrote letter went airport called please fix please help,negative
offered cot sleep cancelled flightled flight fucking cot hotel like supposed provide,negative
another generic response guys cmon terrible actual helpful person not rude employees lax,negative
tried extremely rude even supervisor asked speak supervisor told no,negative
yes still human hope dealing horror stories people share complained dot everyone,negative
try contacting everyone flight refund offer might believe sincere,negative
filed multiple complaints prefer continue warning public instead wasting time inhumane corp,negative
worst experience life avoid costs lose belongings no humanity even offer compensation,negative
terror story luggage delayed ways international flight 5 days total angrycustomer,negative
worst service ever delayed flights 5 hours plus missed bag employees rude 😡 😡,negative
thanks generic computer generated response accommodate travelers instead saying sorry,negative
giving cots people not get hotel rooms terrible,negative
twice got letter back saying company not issue refunds phone bills help phone shut,negative
oh yeah guess two different things 3 weird things brain thanks xox,neutral
yes no one answering train,neutral
ty site says please note not offer print subscription service american way,negative
not weather said people received hotel rooms people end line not get,negative
hoping praying safe flight stop de ice plane yet 😞,neutral
losing bags 4 days charging 475 arrange pick argentina claiming tollfree not reimburse help,negative
pity machine replied perhaps story not unusual expected better response given article flight magazine,negative
rebooked 7am flight questions people get hotel others not like,negative
responded info different customer service line,negative
not help us phone gate checkin book travel clients cannot believe lack service,negative
no no no dm pay money want reach help way around,negative
6am flight get no rest wait another 2 hours receive automated phone call neveragain,negative
not know meaning customer service nightmare paid direct flight bumped dallas flight cancelled flighted terrible,negative
absolutely horrible customer service person supposed call cannot immediately call back disconnected,negative
also passed website around passengers,neutral
flight cancelled flightled called said would call back 1 36 hung saying wait 2 hrs,negative
okay someone look fear lost forever small item,negative
kind airlines guys run people got line first received hotel vouchers terrible customer service,negative
wheel broken got swear,negative
cancelled flightled flight fresno rebooked lax flight cancelled flightled midnight no hotel available,negative
give reward whoever finds returns thurs fly back thru earrings ❤,negative
checked des moines lay ord final destination austin texas baggage checked ord,negative
btwn gate a8 a15 lost diamond earring dayjustgotworse pls maintenance look,neutral
deplane change planes,neutral
guys cancelled flightled flight today booked tomorrow unfortunately rebooked thanks,negative
running one flight 10 mins next flight sat plane hour,negative
flight crews ground crews handled situation well texting notification let catch winks delay,positive
thanks hope iah dfw okc turned long trip today work tomorrow,positive
understand hoping rectify advance would call auh need one checked bag,negative
yeah buy plane ticket san diego detroit fly one planes home tomorrow,negative
nothing mother nature like poor commutation,negative
worst airline entire world flew nightmare knew would,negative
hey name issue reservation help,negative
thank lost item located ord returned,positive
not provide means dialogue fear drives decision worstcustomerserviceever,negative
2284 four hours late flightrs finally flying bad missed event,negative
please allow speak someone dialogue would solve issue better faster emailing,negative
not bag complete lack respect called hung daughters bag,negative
sna curfew causes diversion provide transportation lax aa1237 pilot not sure time,negative
not allow conversations upset customers customer service worstcustomerserviceever,negative
not cool flight cancelled flightled sitting plane hour notahappycustomer leavingtomm 👎 😡 ✈,negative
no something everything happened yesterday,negative
forgot lounge 😂,neutral
thanks bleh disconnected let us try,negative
appreciate,positive
love admiral clubs thanks hey follow,positive
reference number request 1 3001408092,neutral
curious thanks response always good bad better competition,positive
customer service deplorable disgusted company ignorant people phones lost baggage,negative
stuck plane dallas supposed going okc issue w plane idea much longer,negative
thanks submitted damaged bag complaint online anything else goodcustomerservice,negative
responded cannot respond response nor speak someone worstcustomerserviceever,negative
thanks always airline choice possible,positive
gate agents disappeared customer service agents miserable unhelpful letdown neveragain,negative
report missing baggage baggage claim leaves midnight,negative
connecting customer service rep would rather speak person computer thanks,negative
tsa tried check things bought people told late flight want things back,negative
arrived 10pm eastern deplane crjs airstairs icy tarmac valet bags sent carousel 10 20pm,negative
attended corrected complaints via twitter whoa brave new world live thank american air,positive
could not get anyone phone day flight rebooked missing conference not flt 1568 tomorrow,negative
bs noise late flight norahm,negative
sad cannot afford long distance trips though,negative
way guys consider making lounge austin intl airport populate flightd area help company sure 👌,positive
ep travels 125k miles yr would expect horrible travel experience,negative
expecting delays dfw tomorrow morning,neutral
worst customer service experience ever bad lawyer enjoy wrath,negative
beyond complicated feels like used fly united platinum means nothing,negative
look forward hearing back hope next trip not like,negative
oh trust love beautiful,neutral
followed sure hope help,neutral
really would love experience first class plane looks stunning,positive
love service cheap upgrades american provides one best airlines ever good food good seats amazing thanks,positive
broke sick wife luggage handle going jfk lax drag bag thru airport customerservice,negative
elliott every chance get thanks keeping exec platinum,positive
no not yet waiting connected agent,negative
expect response customer relations,negative
glad wanted help not agent call rant shitty service every day,negative
24 hours cancelled flight change itineraries booked online 24 hours impossible scenario,negative
no flights via united arrive dfw car parked iah 😁,negative
online site not flights listed chronological order resulting mis purchase anything done,negative
found footage happy,positive
well cleared customs auh need get iah arrive dfw possible retrieve luggage iad,neutral
share many many others filmcrew media,neutral
tell get abi earlier 8 pm tomorrow,neutral
2298 everyone else outstanding,negative
last 2339 dfw ord not weather relate flightd austin leg delayed well,negative
bag flew aa flew delta still not sure whose final carrier referred,negative
follow back dm guys,neutral
cancelled flightled flights last name right thing reinstate tickets,negative
flight veers icy runway dfw flights cancelled flighted mon figures right,negative
know love airline friends problem retaining info need,negative
600 late flightr 2 complete itinerary changes lost work time yeah got rebooked,negative
not surprised fastest responding us brand twitter q2 q3 2014 also 10th fastest world q3,positive
got kidding look pictures hoping flight came whole story 2 much,negative
clueless kind rez agnt contacted usair 4me around midnite told not would missed funeral,negative
nice try heard crew whisper still hotel probably not think work tomorrow,negative
hand sanitizer bathrooms flights,neutral
airport right people not know react help situation frustrated,negative
break whatever want take no responsibility bad customer media filmcrew nytimes,negative
flight veers icy runway dfw flights cancelled flighted monday flightaware says,negative
mom tried also not reason would not change literally said would rather empty seat,negative
no apology necessary wind delta xoxo,positive
fucking suck,negative
way,neutral
traveling auh iad via etihad iad dfw via aa able retrieve checked bag iad,neutral
serious thread maybe guys read fail,negative
5th plane day first 4 taken svc scheduled dep 3 p still ground ord 10 45pm,negative
joanne san diego staff phenomenal give girl raise handled flightnightmare better anyone,positive
beyond redemption jfk baggage claim looks like luggage warehouse,negative
flight 1239,neutral
thanks aa dart getting home time work morning den dfw not waste vaca day,positive
even followed still cannot get answer phones worst customer service ever customerservice fail,negative
yeah gunna nothing whole organization joke,negative
sister received call trip wednesday flts 2348 3499 cancelled flightled resched next day,negative
great tell fix media filmcrew photography cameragear,negative
2hr 20 min delayed still waiting need something improve,negative
says web site fly directly ord dub try book says not stopped,negative
glad hear no serious injuries minor crash evening,positive
booked us airways site not see cancelled flight link,negative
sit airport long periolodicly time planes nasty,negative
snow ice forecast dfw tu pm change policy reservations hold wed morning leeway,neutral
no space seat thanks pilots back 25mn early ohare not think possible sna 2ord 1644,positive
late flight geez flt 2417 late flight delays typical,negative
guys wifi international flights,neutral
add insult injury go pick real class act stick delta,negative
absolutely disappointed lack service lost bag cannot even deliver told would happen,negative
preferred seats,neutral
aa load people board 5th plane long day first 4 unserviceable,negative
late flightst usair 4603 earlier 4591,neutral
delays tonight flight dfw sat family members board,neutral
going flight 2417 delay lot,negative
use swu finnair codeshare american operated flight jfk man thanks advance help,neutral
tried multiple people already sat phone hour half got nowhere,negative
one booked 6 different ones past 2 days,negative
nope could not make changes online 90 mins hold time dealing w rude rep 24 hour window closed,negative
not care customers break gear tell cannot anything media filmcrew,negative
yes twice two different flights occasions,neutral
cover photo twa wondering,neutral
unable access website try,negative
yikes,neutral
hopefully fixed got new aircraft us waiting board,neutral
best planes business not aa5411 today,negative
need cancelled flight flight booked earlier tonight able twitter,neutral
loved todays fight bad draft airplane please add air air thanksm,negative
keep,positive
ce apology not good enough 4 planes mechanical 9 hours delayed unacceptable,negative
thanks apology commitment fix broken system would better actually fixing would better still,negative
seats assigned inappropriate child age aa knew age child,negative
biggest joke ever seen telling everyone never use guys joke,negative
pay accommodations ones cancelled flightling no reason know saying lying weather,negative
airport 2 extra nights hotels not heard anything embarrassing airline saying,negative
getting bit ridiculous made miss 2 full days work pay cabs back forth,negative
assistance not helpful frustrating disappointing experience w small children inconvenient,negative
cancelled flight flight saying weather condition flight cancelled flight,negative
guys huge joke cancelled flight flight no reason 3rd time one trip,negative
going pathetic online not work phone wants 25 give seat assignment,negative
received ticket thank help,positive
jet slides icy taxiway story,neutral
getting hand called reservations reserve seats not let select online fee,negative
flight 1074 delayed hours human errors like food truck hitting plane lines frozen,negative
disappointed airline never book guys,negative
found lost luggage not bring tomorrow next day weather not nicer terrible service,negative
would ok send dm asking questions deaf hold long,negative
sorry disappointed outoftouchwithreality people kids jobs,negative
not allowing book available seats,negative
seriously flights detroit dallas cancelled flightled 2 days row want get home see wife kids,negative
delays trapped planes no water air never ever ever neveragain aafail,negative
literally told would rather empty seat mom get come earlier take dr appointment wow,negative
posted response facebook everyone see people appalled lack concern,negative
advantage deactivated not think deactivate customers account without knowledge help,negative
thanks making worst flying experience ever 4 different planes mechanical issues 12 hours counting,negative
backpack need see agent,negative
really wanted sign airline credit card absurd 400 change fee switch flight made think twice,negative
sent email 2 customer service night happened response basically 2 bad sorry contact,negative
hi aa placed itin hold expire 2 27 logged account gone seat not released inv help,negative
tpa ord aa1679 another successful journey thanks hospitality,positive
thank response much appreciated,positive
4369 4 flights using gate w buses planes awful boarding process hour half late flight,negative
another line call hold 5 hours also get compensated loss time money,negative
days finally got automated service call back hung beyond ridicules help,negative
asked waiver change fee flight booked w past 24 hrs rep rude told no not even try help,negative
idea flight 5392 hsv dfw tomorrow cancelled flightled 45 minutes ago,neutral
thanks actually made connection flight delayed guess delays not bad thing,positive
issue not long wait infinite loop system not let customer wait leave message,negative
policy change seen people hamsters rabbits,neutral
thanks attendant flight advising connect flight held ran kids flight departed poor service miami,negative
hour waiting phone us air help 10 hours waiting airport yesterday love service guys,negative
standing baggage claim waiting bags hour dfw gate 100 feet nothappy,negative
right missed connection three hour kay lost bag,negative
obviously see agent booked us tomorrow morning no hotel no transportation pregnantwithtwins stranded angry,negative
suppose fl 4 hours ago not waiting hours ridiculous,negative
2498 clt left gate next clt need help,neutral
company policy refuses employees speak employees phone interesting,negative
still hold hung first time another 45 minutes,negative
not rebooked not get notified cancelled flightled,negative
flight tomorrow,neutral
thanks shout candace enjoy ride always adore american airlines,positive
without notifying though not like cancelled flightling flights kim weather not played nice us,negative
still thinking pjs may sold would love board us come,positive
refuse customer willing pay upgrade half first class empty,negative
customer service call refunded money,negative
still hold,negative
ever wonder find responding many customer complaints twitter airline sucks,negative
people cruel stupid posting personal email damn internet lost mind,negative
get class discount wifi flying airlines approx 4,neutral
customerservice sitting fourth plane today mechanical problem no excuses tough loyal,negative
bqonpa flight 1641 delayed pos mia missed 2214 mia atl need seat last flight atl,negative
bad service miami airport,negative
needs entire customer service overhaul would never treat customers anything less a1 service,negative
guys intentionally trying lose customers money,negative
continually play according federal regulations every 58 seconds could see quicker service,negative
send trusted traveler id add reservation tsa pre,neutral
thanks hire car chicago drive mke mean go airport,negative
folks executive platinum desk great pros understand displeasure change fees switch sw,positive
thanks anything help would information help process,positive
thanks cancelled flightled flight delayed flight not telling us missed work hotel worstcustomerservice,negative
flight 3487 delayed 1 hour pilots spend 5 hours phone get ep agent phone,negative
advised gas pilot flight bad no one took action,negative
need reported media complete disregard paying customers donotflywiththem,negative
anything particular ask want document mileage plus status,neutral
give us number call instead empty email since not working,negative
checking consistently called multiple times loyal aa customer disappointed,negative
congrats call center customer service guy named fidencio answered went beyond help 👌 👌 👌,positive
daughter record loc kybilc traveling 3 needs adjacent seats not across isle,neutral
gabriela miami rude employee working mia lga check made experience unpleasant customerexperience,negative
ok makes no sense though since give free upgrade first,negative
not want cancelled flight wanted take someone keep price held 402 10am today 440 530,negative
not delay communication,negative
would like additional details issue airport flight agent name happy w automated lip service,negative
3611 supposed depart 5 10pm central ready close door 7 34pm central,negative
green despite inconvenience situation handled quickly appreciate much,positive
cluster continues still connecting instead direct bag charged seats not together shafted,negative
pregnant twins going abandon overnight airport no hotel fault,negative
no idea delay 1 flight 5pm 7 40pm delay another destination @ time,negative
green received actually thank,positive
flights pensacola fl delayed flight 3670,neutral
status itinerary says request red mean,neutral
bad rep loosing costumers luggage stopped flying back,negative
happened,neutral
drop call not people answering phones always high call volume call,negative
thanks not know still late flight hope get tonight 😩 😭,positive
cannot work call gets cut still holding dfw looking better tomorrow,negative
not give answer flight delayed long compensate missing flights lima cuzco,negative
help update birthday incorrectly input reservation preventing checking,neutral
yep saidi feel sorry run account embarrassing,negative
tsa said nothing could question employee swapping customers belongings,negative
wait 60 minutes,negative
need assistance reflight booking problems flight dfw lit,negative
took sitting someone scheduled buenos ares jfk not sre make r thy holding plane,negative
dinner called hon not service would expect 1st class disappointed,neutral
upgraded 1st class inquired red wine sauvignon blanc cannot pronounce one could not describe,neutral
no watched bags abandoned depart gate watched gt 40 mins owner returned 20 mins reported,negative
everything sorted thanks help excited get home tonight,positive
mistake multibillion dollar company,negative
would take long credit card company says card not charged yet take 5 days,negative
delays money,negative
got flight next day credit guys multimillion dollar company give us back credit,negative
not send tweet cover social media complaints sending message way resolve custserv,negative
joke mail receipt yet cannot mail payment fly hand right,negative
no could not wrong,negative
keep good work got destination safe time today,positive
not anyone make better effort retain customers easy fix want travel aa,negative
btr trained gate agts frequent flyer nvr issue w bag 2day forced 2 gate check priority boarding,negative
misplaced bag 36 hr ago cannot tell lost 1000 stuff americanairlines unamericanairlines,negative
cancelled flightled two flights miami nashville yesterday could not get flight 3 4 days southwestairwasthere,negative
lost 3 pieces bags not delivered 36 hours lied delivered still no refund never,negative
improve envoy performance 5th trip ord 2015 delayed hours envoy could drive faster,negative
two cancelled flightled lga flights took looks like new carrier,negative
lady b1 abq 5347 2 23 great service among several cancelled flightlations,positive
ways get 50 minute wait book flight,negative
provide guidance work resolve issue,neutral
really closed gate 10 30 instead of40 got 10 39 wudda put ktn like asked wudda made,negative
trying change flight via dfw tomorrow cannot get thru phone long wait cut x2 help please,negative
thanks following finally worked fingers crossed new flight works,positive
stuck tarmac clt gate not open hope not miss connection logistics americanview,negative
waited hold two hours call really unreliable,negative
not board today watched report unfold twitter still proud,positive
delay rebooked flight,negative
several miss communications able get ord not home yet not sure get due error,negative
um no hanging new w,neutral
hey aa mistake made cr flight booking problems call reservations keep getting hung advise,negative
emailed aadvantage status match still waiting cannot wait move help,negative
try great week receive 😩 😭 💔,negative
not pillows blankets flight home 40 people bad things hair,negative
going nightmare guys yesterday zero response tweet last sent,negative
tried site not allow reason not allowed board morning try different airline work trips,negative
bought plane ticket 2 months ago still not received flight info ticket email come,negative
dca baggage claim employees realize please thank apology go long way customerservice dca,negative
2 2 took cost flights bank account cannot get refund 2 weeks loyal customer,negative
took day work drove 9 hours round trip rescue daughter 3 students laguardia thanks,negative
airline ridiculous,negative
group minor children broken groups still miami delta much better customer service,negative
way get record flights taken,neutral
thank response got resolved counter,positive
one original arrival time 10 14am said done may 9 19pm central not impressed,negative
flight 1389 las vegas dfw cancelled flightled hold forever still not spoken anyone pls help,negative
every time try call tells try late flightr hangs,negative
rebooked different airport throwing wrench plans 👀,negative
crew best could control get one chance honeymoon failed miserably,negative
thanks someone picked 45 minutes,negative
overbooked business class mia uvf correct seat moved back economy special day,negative
no kidding going take beating apron good lookin planes,positive
unacceptable,negative
not funds purchase another ticket error would cause family miss funeral,negative
miss whole days worth work tomorrow suree guys not care,negative
big company happy something customer costing delays oh mention,negative
ticket pending 4 days normal take long want make sure not problem,negative
bad cs back least stuck look apologize trouble,negative
delay know get not credit anybody back supervisor cut speaking,negative
free check bag food comp flying credit something help additional 200 dollars hole,negative
yes no response,negative
bags checked cancelled flightled flight 362 arrive mke not much help grnd staff havoc dfw,negative
would like know bag get not already no accountability cust service,negative
never fly guys stuck memphis another day called credit something anything,negative
not jealous live sydney shirt jeans not suit office work need suits warm jacket,neutral
booked tickets using miles need change dates trying get advantage rep 4 two days,negative
company hell no consideration customers give hundreds millions dollars per year smh,negative
no snow st louis cold no snow hub flights welcome,neutral
took flight yesterday fron tpa dfw aus bag went iah today bag went iah dfw back iah still no bag,negative
absolutely unacceptable calling day hung every time need 5 minute bit help,negative
envoy airlines disgrace aa family nothing delays cancelled flightlations week week,negative
not weather logistics hold 90 minutes called not get desk agents,negative
sent info via dm truly hope resolve quickly media filmcrew cnn nbc,neutral
never anything bad say no love faithful customers,negative
also agent not aware clearly,negative
additional fare cost 19 tix change price 195 uk pounds 304 19 not issue 195 uk pounds badcustomerservice,negative
fly american family severe weather excuse cannot call make change computer cannot modify,negative
amen,neutral
no meelan not afford supervisor included conversation pls check rec call badcustomerservice,negative
last night severe weather could make needed changes fair goes 150,negative
thanks aa upgrade today getting new flight first one cancelled flightled,positive
worst flight change policy no mercy no sympathy bummer cannot go funerals see friends,negative
done done not much point trip already,negative
basically right,neutral
epicfail connections chicago today extremely disappointed w unaccommodating customer service rethinking loyalty 😐,neutral
well flying instead free credits actually work,neutral
messaged please someone contact us immediately,negative
cannot capability spread salt runway,negative
3349 supposed little rock 10am morning,negative
boom,neutral
already spoke line unwilling help really poor support hitawall,negative
first ride new 737 800 new interior seat video nice improvement newplanesmell,positive
no worries good one,positive
yes thanks found not see gray tab first,neutral
seriously cats dead going pissed thankful evil wants soul,negative
not legs damaged seat damaged expensive case not offered anything apology 6wks late flightr,negative
tried understanding let handle situation guess wrong,negative
hour phone best tell sent maybe bank misplaced,negative
chariot tonight angle looks like 787 no,neutral
day come suppose get money back bank not received anything,negative
no calling corporate,negative
cannot understand part oneworld member treat customers fairly tcf oldplanes damageluggage,negative
probs worst customer service ever replied complaint submitted 6 weeks ago bout damaged bag not even replacing,negative
cancelled flightled ticket taking two months refund still waiting,negative
thanks hope get movies tv broke flight,negative
thanks entirely unhelpful wasting hours time today,negative
well not flying rebooked jetblue credits actually work free,negative
check broken tablet see attached picture media filmcrew nbc cnn,negative
originating sfo going lax,neutral
calling morning still cannot get need chge flight week,negative
guys talk americans ecuador read,neutral
prob give refund since made miss flight waiting talk someone 3 hours,negative
tried anyway,neutral
oh received back email saying delays happen uh huh,negative
place hold complete payment not see way reservations page,negative
bad weather happens not able get reservations rep 6 hours crazy frustrated,negative
flight get chicago,neutral
customer svc reps unable handle calls 24hrs cancelled flightlation policy booked yesterday need cancelled flight,negative
bad weather understandable pilot said 160 people called zero bags plane,negative
yep filed claim heathrow yesterday promised call morning update got nothing,negative
seem impossible contact anyone airline get item left board plane 5 min deplane,negative
flew chi instead got ride mke said bags would go mke today cancelled flightled flight though,negative
stuck gate miami jfk flight 1510 going get tonight frustrating,negative
understand busy best frustration automated call changing flight w allowing talk,negative
help said ud chnge retrn flght since missed connection sat not pickng phone hve 18 hrs left,negative
almost month still no response online complaint questions 300,negative
bad weather happens lack preparation inexcusable depending good weather not good business model,negative
us4623 going time still deplaning 4 08 bs,negative
next exactly,neutral
flight tomorrow cancelled flightled new one booked seats taken care tweet commend service thanks,positive
instead yelled told call number not pick due call volume,negative
boston airport problem agents not honor voucher one number rubbed,negative
see photo b787 scale model pn 320008a wheel deflator specified chapter 32 b787 amm,neutral
guess bs airportcardio given cannot time flight,negative
see photo 787 model pn 320008a wheel deflator specified chapter 32 b787 amm,neutral
really explain customer service gate agent 1152 c4 could not bothered,negative
wife flt bro tul via dfw cancelled flighted bought swa flight get home partial refund dm plz,negative
trying get reservations since yesterday make change reservation hold,negative
thanks miss dog delay costing lot money,negative
yes says deliver within 6 hours pick line,positive
still cannot get change flight really important plz help,negative
3127 landed lit,neutral
ended emailing complaint customer relations @aa com hope works travelproblems,negative
tomorrow sites show flight 1642 ewr cancelled flightled,negative
pets allowed first class,neutral
lie lost bag suppose trust lives thousands feet air,negative
cannot help seats taken way handle high volume call days,negative
worst first class boarding service ever,negative
disgusting chicken entree ever seen standards seriously nosedived newamerican,negative
tryin book flight cannot get ahold anyone,negative
upgraded next flight,neutral
finally final destination not w extra significant travel expenses missed work resolve experience,negative
changing dest city award reservation party 4 fee 150 pax 150 first 25 rest,neutral
delaney shawn dfw showed exceptional customer service today happily choose aa whenever possible thank,positive
another customer non service waited solve problem would miss funeral suck,negative
already shared nothing done,negative
better aa,negative
really cannot though agent worried reservation help,negative
listening delay message phone another delay message coming get shit together,negative
hi get error message trying check line states wrong pass tickets rcvd aa due training dfw know,negative
employee gate 45 jfk telling people bag not fit needs checked clearly fits aa291,negative
thanks finally got afternoon,positive
waiting delayed plane sat plane hour waiting late flight passenger bs,negative
639,neutral
not true stop making excuses either overbook crappy planes,negative
americanairlines approach mex,neutral
no booked seat dallas live dallas real nice gate agent exit row available told not available,negative
paid using paypal online charged system error ended calling,negative
aateam thanks working rigorous weather conditions,positive
asking exception staffer moving last minute nonprofit losing 400 want change ticket,negative
thanks look forward response,positive
advantage agents horrible waiting 5 hours call back hung rude agent,negative
yes issues site well unfortunately,negative
see new american airlines credit card replace usairways dividend mastercard,neutral
wife stuck brownsville chance get flight needs work tomorrow morning,negative
year think,negative
thank truly appreciate help sent dm,positive
best 800 message saying use website website saying need call not answer hardtodo,negative
trying get flight changed dallas calling number says thanks calling hangs guess stuck,negative
aa1675 airplane sitting 24 hrs mechanical problems way aa desk unorganized,negative
miami phl flight cancelled flightled got gate no one aa around no one phone awful awful awful,negative
care less without bags day week 3 stories last 3 hours want bag,negative
hah best flight attendant response not happy getting screwed carriers hahahah pathetic,negative
aa1675 flight jamaica cancelled flightled yesterday due weather flights still landing dfw,negative
boarding 2mins yay,neutral
liar no precipitation day 47 degrees not pacify look like fool problem admit suck,negative
12 calls span two days none available speak someone un f believable worst ever,negative
sure understands rules guys zero customer service staff damn counters,negative
baggage handlers calling dfw today no luggage onboard planes,negative
50 minutes hold another 30 minutes call yes going pushing get airport time,negative
hi discount award policy credit card holders change no longer seeing chart specials site thanks,neutral
seat assignment process flight booking problems misleading not paying extra select seat,negative
cannot hire staff helpful informed nice customers,negative
rude ticket counter employees forcing wife standby pushing list bad day,negative
agents dfw kind best help not make phx error attitude americant,negative
not let reuse ticket thus booked vacation delta never flying american,negative
2 hrs guess hang give using award miles prices jump hm thanks,negative
need hold get call back get hung phone system 6 hours,negative
rude unprofessional not helpful helping try get home aaadvantage loyal aa customer dissatisfied,negative
work comm skills w hate agents phx said confirmed flight dfw got standby,negative
thank assistance,positive
hello question many balloons think take life one planes,negative
need 2know ill able reach ind today rather stay maf fly dfw find cannot travel,negative
trying hardest not get frustrated getting no response email phone aa owes 500 claim,negative
hi flight dallas cancelled flightled going la pls help rebook,negative
2nd time 4 days flight delayed gate agent not said anything thanks memories neveragain,negative
thanks telling go airport check agent,neutral
best number use,neutral
call cue 11 hours no call yet wife cue 9 hours got call hung,negative
phone 47 minutes said would 10 advice,negative
chicago seen seat 6a aa 1620 far great ride pdx,positive
thanks delivery status,positive
not believe acceptable ticket changed check time not notified apparently standard,negative
need complain aa email form field not allow enough characters complaint real email address,negative
flight aa 1338 delayed providenciales missing connection aa 1651 miami sea call,negative
ticket gave lying raising voice no explanation happened,negative
check going de airport everything fine fail,negative
attached original ticket flight number 1672 not experience thought would terrible,negative
booked online unable cancelled flight online finally got thru,neutral
hey becky piela orange county airport really kind helpful rescheduling flight,positive
february 15th rep gave record locator told would receiving email itinerary confirmation,negative
entire process took sooo long no decent seats left customerservice,negative
flight attendant announced transportation waiting us flight think make,neutral
hold reserve award travel 1 5 hrs anyone home crazy weather issue,negative
not mind fee told cannot change name ticket,negative
thank pick time,positive
original receipt lists flight cost 89ish not reflect use voucher,negative
hold flight 4302,neutral
well guys totally kicking million pounds ass bar none best sm team airline industry opinion,positive
least could would refund one way ticket buy since not able accommodate thank,negative
patient delayed bags 5 weeks told could take another 3 5 weeks unacceptable,negative
purchase ticket never would buy flight not cancelled flightled terrible customer service,negative
flt 703 sorry scheduled 545 phl mia totally chaotic poorly addressed event sent three gates night,negative
told could refund cost original return flight note flight booked expensive,negative
not okay since could not put earlier flight buy ticket another airline,negative
heard back 7 30 today put flight tomorrow arriving home 4 pm meaning would take 2nd day work,negative
@ airport 8hrs told nothing anyone rep said waiting mechanics finish lunch,negative
considering past midnight hung called receive another service call,neutral
